file,dice_mean,jneg_pct,label_2,label_3,label_4,label_7,label_8,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_24,label_28,label_31,label_41,label_42,label_43,label_46,label_47,label_49,label_50,label_51,label_52,label_53,label_54,label_60,label_63
HP_IA037.npz,0.805290,0.058771,0.849411,0.738944,0.864800,0.856991,0.915568,0.904003,0.847982,0.820679,0.814030,0.797224,0.864241,0.910097,0.863058,0.785399,0.616732,0.851706,0.355243,0.850572,0.734769,0.858955,0.829671,0.905128,0.886305,0.822109,0.851564,0.834923,0.858121,0.842226,0.841675,0.386565
HP_IA038.npz,0.804393,0.053587,0.845695,0.736620,0.879056,0.823029,0.901972,0.894424,0.844690,0.801847,0.836910,0.808187,0.840091,0.912656,0.850838,0.799432,0.743680,0.875759,0.375602,0.843603,0.735927,0.874385,0.828913,0.896763,0.880742,0.817032,0.853860,0.826122,0.847725,0.822908,0.815167,0.318147
HP_IA042.npz,0.808031,0.048089,0.852467,0.737443,0.866744,0.798125,0.880165,0.898189,0.853435,0.816086,0.838758,0.835430,0.830488,0.923328,0.836935,0.799078,0.700883,0.852637,0.453543,0.859123,0.748375,0.852448,0.829441,0.888122,0.893102,0.839912,0.873724,0.854402,0.846035,0.851750,0.849235,0.281538
HP_IA043.npz,0.810396,0.058880,0.838738,0.714171,0.879355,0.843633,0.888497,0.908480,0.861455,0.818153,0.797454,0.837041,0.854749,0.928078,0.829329,0.836755,0.688349,0.875326,0.327321,0.842274,0.716871,0.862430,0.811755,0.893509,0.900941,0.831578,0.862845,0.865931,0.847587,0.836889,0.854327,0.458056
HP_IA045.npz,0.818459,0.052425,0.843065,0.739387,0.880153,0.853908,0.908277,0.911444,0.854060,0.804169,0.828196,0.776316,0.797788,0.915827,0.854539,0.852650,0.752105,0.868376,0.416209,0.851548,0.749344,0.865769,0.843831,0.902032,0.889989,0.824869,0.860353,0.855042,0.863550,0.855484,0.857728,0.477771
HP_IA055.npz,0.824129,0.047036,0.848626,0.749274,0.873303,0.838844,0.911119,0.907796,0.854446,0.818843,0.832395,0.781341,0.863516,0.921817,0.853285,0.814385,0.784226,0.860764,0.489333,0.853834,0.754419,0.862817,0.834314,0.908248,0.890540,0.833184,0.867729,0.874793,0.852148,0.858211,0.859201,0.471111
PILOT006.npz,0.815955,0.055029,0.857528,0.747704,0.854564,0.833656,0.899848,0.911892,0.836458,0.818276,0.839434,0.786635,0.841436,0.925149,0.803184,0.819870,0.782452,0.843491,0.484323,0.865140,0.760295,0.859480,0.837890,0.904074,0.903873,0.804949,0.854907,0.829957,0.848126,0.842282,0.823995,0.457769
PILOT014.npz,0.806656,0.046527,0.848980,0.750111,0.881727,0.821323,0.903744,0.902732,0.843203,0.797898,0.785973,0.757535,0.843339,0.910830,0.835551,0.808480,0.749466,0.846765,0.323344,0.852080,0.755847,0.890029,0.826069,0.895875,0.904369,0.858699,0.840220,0.819538,0.855058,0.857516,0.850773,0.382596
PILOT018.npz,0.814044,0.057366,0.856412,0.749269,0.887889,0.818259,0.880703,0.884253,0.861055,0.809983,0.763947,0.821762,0.861885,0.930360,0.844449,0.829806,0.756410,0.860737,0.487896,0.863444,0.755512,0.885279,0.808961,0.883998,0.895274,0.852599,0.859420,0.853269,0.835100,0.794966,0.857308,0.371110
PILOT051.npz,0.790882,0.048574,0.843913,0.747373,0.876820,0.842627,0.913261,0.881668,0.848333,0.792476,0.744658,0.778368,0.828020,0.912128,0.844106,0.775097,0.722746,0.825119,0.366144,0.843353,0.739955,0.871765,0.826470,0.857897,0.883860,0.839259,0.843340,0.796659,0.814361,0.663072,0.815592,0.388024
PILOT055.npz,0.817471,0.052183,0.855189,0.756010,0.864691,0.849154,0.916903,0.889837,0.874174,0.830186,0.796454,0.796915,0.855624,0.936724,0.856390,0.846536,0.741923,0.852502,0.391275,0.855417,0.750888,0.846468,0.829090,0.905032,0.882393,0.837585,0.870527,0.873213,0.842987,0.838401,0.847366,0.434278
PILOT062.npz,0.797335,0.055101,0.843178,0.750335,0.829479,0.812559,0.869112,0.894555,0.839130,0.802295,0.817200,0.814438,0.829706,0.893192,0.853040,0.818329,0.647335,0.854909,0.336595,0.852725,0.754410,0.854405,0.819268,0.897029,0.864165,0.816769,0.848454,0.804165,0.843753,0.836596,0.819102,0.403810
T008.npz,0.796433,0.043027,0.859480,0.757100,0.872363,0.817581,0.889447,0.885641,0.833510,0.798035,0.743666,0.790932,0.815409,0.853728,0.844282,0.830879,0.751918,0.823490,0.352258,0.862890,0.755235,0.872083,0.810512,0.886250,0.889907,0.830440,0.857639,0.834664,0.844069,0.821505,0.804773,0.303311
T013.npz,0.778549,0.055610,0.844244,0.740714,0.877313,0.825893,0.874556,0.889905,0.843410,0.754619,0.645354,0.783168,0.836402,0.865749,0.791125,0.663244,0.691824,0.815005,0.365079,0.854181,0.748023,0.871445,0.821090,0.886649,0.866214,0.833866,0.841112,0.788285,0.814991,0.694824,0.815930,0.412264
T037.npz,0.803966,0.043633,0.856791,0.753660,0.866379,0.823301,0.883984,0.890073,0.854523,0.798571,0.744357,0.792488,0.838841,0.892368,0.845524,0.818243,0.749425,0.838211,0.346829,0.859775,0.745663,0.868112,0.831948,0.885556,0.890603,0.824450,0.861286,0.831694,0.848408,0.832748,0.805008,0.440160
T053.npz,0.806753,0.055610,0.859511,0.755666,0.878405,0.817975,0.892211,0.890883,0.849068,0.806449,0.815915,0.812657,0.789887,0.891781,0.840921,0.827602,0.748552,0.841012,0.411504,0.861409,0.757053,0.857461,0.816122,0.888796,0.891063,0.839880,0.838162,0.820698,0.847966,0.833297,0.839678,0.381001
T054.npz,0.801412,0.046346,0.853213,0.753158,0.862614,0.832478,0.889735,0.878737,0.842105,0.802544,0.751033,0.768392,0.817406,0.882448,0.862134,0.831834,0.730159,0.845772,0.402895,0.854867,0.748292,0.860673,0.834588,0.897720,0.891603,0.817494,0.850599,0.801304,0.843094,0.797579,0.811329,0.426557
T070.npz,0.797533,0.042918,0.856544,0.750103,0.851858,0.806465,0.877066,0.895767,0.840744,0.793051,0.746791,0.787000,0.813288,0.882154,0.852204,0.798734,0.749125,0.845826,0.399736,0.855391,0.746048,0.843151,0.818889,0.892603,0.885857,0.805227,0.834254,0.803799,0.847999,0.814351,0.831965,0.400000
T073.npz,0.804139,0.054060,0.844203,0.710535,0.864312,0.825477,0.890906,0.895741,0.845343,0.806695,0.837630,0.790213,0.841211,0.895083,0.857614,0.763359,0.727273,0.836427,0.413844,0.850004,0.718619,0.855142,0.833190,0.897557,0.893534,0.808815,0.853443,0.836450,0.859630,0.800255,0.820892,0.450771
T076.npz,0.793770,0.047775,0.836325,0.731436,0.874613,0.823529,0.894030,0.890215,0.840952,0.765816,0.762322,0.805623,0.833192,0.882983,0.818785,0.796903,0.754674,0.849777,0.406802,0.835493,0.735587,0.863592,0.828550,0.896676,0.897468,0.804297,0.679210,0.771080,0.847014,0.795090,0.826101,0.464953
T079.npz,0.792732,0.050548,0.857532,0.747053,0.855177,0.794739,0.862383,0.883742,0.821849,0.805001,0.757038,0.746586,0.776515,0.845718,0.825690,0.812157,0.750194,0.853226,0.352239,0.865668,0.758098,0.852841,0.802482,0.881945,0.886748,0.806997,0.844120,0.826842,0.851414,0.820178,0.854146,0.383643
T091.npz,0.795551,0.048235,0.846487,0.736059,0.862835,0.819319,0.890239,0.908811,0.847736,0.797517,0.797471,0.844854,0.814516,0.846466,0.834419,0.724519,0.748435,0.853599,0.381443,0.858377,0.745189,0.875860,0.782034,0.874743,0.900526,0.845338,0.839464,0.805610,0.819337,0.786268,0.822727,0.356342
T099.npz,0.803278,0.038619,0.859222,0.762280,0.880891,0.810711,0.887132,0.895428,0.857755,0.795777,0.755368,0.812714,0.821258,0.892493,0.848864,0.836692,0.683478,0.843113,0.410898,0.861551,0.762307,0.872945,0.813287,0.889626,0.886599,0.826062,0.841254,0.799716,0.854056,0.828111,0.813791,0.394947
T108.npz,0.794322,0.051904,0.860078,0.747649,0.879391,0.809469,0.875720,0.896981,0.828994,0.792230,0.764317,0.817863,0.794078,0.860894,0.844964,0.716320,0.764991,0.826463,0.373398,0.856720,0.745202,0.855221,0.832021,0.889971,0.869652,0.815094,0.850870,0.822115,0.849018,0.780521,0.826387,0.383062
VNT006.npz,0.784383,0.076657,0.847967,0.729358,0.870409,0.815536,0.897963,0.899294,0.845376,0.783968,0.732571,0.788201,0.832960,0.920443,0.837061,0.799626,0.735912,0.835801,0.279570,0.846430,0.729516,0.858072,0.808039,0.885660,0.890680,0.815500,0.839359,0.842818,0.814322,0.788414,0.801171,0.159483
VNT017.npz,0.806068,0.069464,0.843665,0.735702,0.873700,0.842908,0.908153,0.901367,0.858296,0.798400,0.772273,0.821848,0.833690,0.915528,0.851580,0.801607,0.652411,0.814149,0.492958,0.853567,0.751885,0.877841,0.828831,0.894615,0.864910,0.802237,0.852676,0.823685,0.852548,0.856031,0.785283,0.419700
VNT019.npz,0.797525,0.055985,0.855555,0.755352,0.879127,0.836705,0.904186,0.889724,0.844449,0.788739,0.745275,0.790966,0.812613,0.911403,0.856650,0.840111,0.661983,0.802756,0.327273,0.853484,0.749996,0.869710,0.829882,0.896707,0.870183,0.821156,0.828717,0.787994,0.850513,0.863098,0.795623,0.405836
VNT028.npz,0.814315,0.052703,0.855871,0.748135,0.874104,0.842467,0.909174,0.899478,0.864562,0.791865,0.776641,0.804253,0.871597,0.920903,0.847700,0.857934,0.670732,0.851942,0.417714,0.856712,0.751302,0.875985,0.815458,0.898960,0.877156,0.841836,0.860127,0.827194,0.859651,0.865191,0.799082,0.495726
VNT045.npz,0.795799,0.055089,0.853555,0.746877,0.851965,0.833923,0.906577,0.895601,0.821696,0.813476,0.753345,0.793068,0.826096,0.915596,0.856008,0.853087,0.621863,0.838509,0.423803,0.854324,0.747450,0.858081,0.811036,0.895409,0.876096,0.828038,0.848143,0.815195,0.808553,0.832040,0.811984,0.282561
VNT048.npz,0.811164,0.045486,0.854355,0.748764,0.848240,0.848585,0.913595,0.896469,0.828881,0.780235,0.744486,0.832804,0.866107,0.931445,0.856461,0.815666,0.705385,0.859226,0.431937,0.862367,0.756724,0.860496,0.823439,0.898839,0.897324,0.814166,0.833551,0.830628,0.855801,0.806808,0.823985,0.508143
VNT057.npz,0.813903,0.045910,0.846961,0.746543,0.887305,0.850568,0.903863,0.901243,0.858869,0.805783,0.804311,0.804314,0.844454,0.920676,0.859222,0.853489,0.698374,0.827311,0.404387,0.861762,0.763595,0.883012,0.818848,0.901547,0.898722,0.824128,0.841219,0.823058,0.857496,0.835015,0.810779,0.480222
sub-0003.npz,0.816378,0.042107,0.854887,0.745778,0.868229,0.831762,0.903527,0.888518,0.847731,0.802992,0.798377,0.828085,0.846697,0.926116,0.865806,0.819632,0.696032,0.858540,0.451402,0.856785,0.745398,0.871472,0.821224,0.879784,0.892363,0.854306,0.846460,0.855834,0.850438,0.843272,0.854602,0.485294
sub-0027.npz,0.808686,0.085062,0.845772,0.738186,0.874657,0.824766,0.899865,0.898307,0.839251,0.804043,0.800714,0.819912,0.772329,0.906096,0.854842,0.827994,0.727538,0.843917,0.430070,0.852715,0.742826,0.881945,0.814050,0.879285,0.899520,0.840057,0.852504,0.838444,0.858893,0.862762,0.830433,0.398872
sub-0042.npz,0.781929,0.083076,0.824850,0.704519,0.819218,0.830929,0.893355,0.877515,0.831011,0.808149,0.786119,0.782777,0.751096,0.906801,0.822017,0.811615,0.629228,0.843804,0.264072,0.836154,0.713095,0.852534,0.810116,0.889253,0.883010,0.837782,0.863954,0.852150,0.826174,0.821389,0.834467,0.250716
sub-0043.npz,0.798253,0.064705,0.844088,0.725193,0.857613,0.833288,0.903501,0.893207,0.831461,0.801269,0.756389,0.806058,0.829025,0.892442,0.854516,0.806145,0.740283,0.844232,0.302650,0.842546,0.715607,0.859378,0.827300,0.884046,0.889300,0.800338,0.850027,0.817725,0.866067,0.841962,0.812855,0.419084
sub-0055.npz,0.817137,0.066751,0.856669,0.752339,0.887847,0.842614,0.901882,0.907518,0.862675,0.806893,0.773860,0.842524,0.854072,0.919501,0.846476,0.850169,0.702110,0.869161,0.439822,0.856364,0.748690,0.875668,0.847853,0.896898,0.895606,0.851912,0.851315,0.857093,0.852606,0.827183,0.829842,0.406938
sub-0079.npz,0.815642,0.048102,0.861050,0.756140,0.879952,0.847743,0.908999,0.916054,0.853420,0.813099,0.840804,0.804233,0.847859,0.921353,0.857820,0.849944,0.757190,0.856037,0.402004,0.854282,0.744604,0.881106,0.810861,0.905537,0.899514,0.840709,0.845300,0.823894,0.846632,0.846712,0.821761,0.374652
sub-0080.npz,0.817753,0.052740,0.856429,0.744462,0.894624,0.838353,0.891630,0.916488,0.841357,0.817318,0.786241,0.827725,0.838654,0.922786,0.844564,0.815729,0.697331,0.868289,0.477912,0.849216,0.726692,0.867920,0.837207,0.889973,0.904409,0.806608,0.857602,0.846642,0.851958,0.863462,0.847635,0.503371
sub-0081.npz,0.794534,0.061641,0.850418,0.734670,0.876776,0.788484,0.858811,0.889830,0.865518,0.802261,0.780338,0.789797,0.836788,0.910156,0.835492,0.779620,0.722892,0.845998,0.297173,0.846801,0.725608,0.884670,0.727854,0.837562,0.896349,0.836515,0.861484,0.826392,0.854675,0.834915,0.816701,0.421461
